id_proposta_ano	id_proposta	id_convenio	descricao_proposta	nome_programa	acao_orcamentaria	ano_proposta	data_proposta	ano_inicio_vigencia_convenio	ano_final_vigencia_convenio	intervalo_vigencia_dias	data_assinatura_convenio	data_publicacao_convenio	data_limite_prestacao_contas	situacao_proposta_grupo	dummy_existe_convenio	dummy_instrumento_assinado	situacao_proposta	modalidade	situacao_contratacao	dummy_instrumento_ativo	situacao_instrumento	dummy_instrumento_em_execucao	subsituacao_instrumento	indicador_obtv	data_inicio_execucao	data_saida_execucao	ano_data_inicio_execucao	ano_saida_execucao	valor_total_proposta	valor_repasse_uniao_proposta	valor_contrapartida_proposta	valor_total_instrumento	valor_repasse_uniao_instrumento	valor_contrapartida_instrumento	valor_empenhado_instrumento	valor_desembolsado_instrumento	saldo_remanescente_tesouro_instrumento	saldo_remanescente_convenente_instrumento	valor_rendimento_aplicacao_instrumento	valor_ingresso_contrapartida_instrumento	valor_saldo_instrumento	quantidade_termos_aditivos	quantidade_prorrogacoes	valor_total_original_instrumento	data_final_original	intervalo_original	dummy_emenda	valor_repasse_proposta_emenda	valor_repasse_emenda	emenda_impositiva	tipo_parlamentar	regiao_proponente	uf_proponente	municipio_proponente	nm_proponente	orgao_sup	orgao	natureza_juridica
24002/2013	701592	818892	O presente projeto pretende capacitar os moradores do Assentamento Rural Canaã, localizado no entorno do Parque Nacional da Serra da Bodoquena, no município de Bodoquena �?MS, para o desenvolvimento do ecoturismo de base comunitária. Para tanto, estão previstas ações de capacitação de jovens e adultos da comunidade local para atuarem no ecoturismo, com a realização de oito oficinas nas seguintes temáticas: 1) Conservação da natureza e legislação ambiental; 2) O Parque Nacional da Serra da Bodoquena; 3) Introdução ao ecoturismo; 4) Empreendedorismo; 5) Produção agropecuária aliada ao ecoturismo; 6) Recuperação de áreas degradadas e Sistemas Agroflorestais (SAF); 7) Relações interpessoais e atendimento ao turista; 8) Fortalecimento comunitário.  Também, o projeto visa implantar em 50 lotes selecionados do Assentamento Canaã o Sistema Agroflorestal, através da capacitação dos moradores para plantio de mudas de espécies arbóreas nativas e de plantas de espécies agrícolas, visando a produção e a recuperação florestal, principalmente de matas ciliares em suas propriedades, bem como de otimizar o uso da terra, conciliando a produção florestal com a produção de alimentos, conservando o solo e diminuindo a pressão pelo uso da terra para produção agrícola.  Um programa de Educação Ambiental, voltado para a conservação e observação de aves, serás realizado com as crianças e jovens que residem no Assentamento Canaã, o qual visa aproximar as crianças da natureza local por meio da observação de aves e da fotografia de natureza.  Aliado a isso,o projeto visa contribuir para a manutenção e recuperação da Mata Atlântica no município de Bodoquena. Sendo meta da Fundação Neotrópica do Brasil orientar/subsidiar a elaboração dos PMMA para TODOS os municípios da região, com áreas no referido bioma. Sendo assim, durante a execução do referido projeto, iniciaremos as tratativas junto a Prefeitura Municipal de Bodoquena para a viabilização de recursos para execução do referido PMMA.	Sociedades Sustentáveis e Qualidade Ambiental	204520M6	2013	2013-04-25	2015	2019	1232	2015-12-30	2016-01-14	2019-07-14	Aprovada	1	1	Proposta/Plano de Trabalho Aprovados	CONVENIO	Normal	1	Em prestação de contas	0		SIM	2016-01-13 15:27:12		2016		288000	287500	500	300930	287500	500	287500	287500			12930		51085	2		300930	2017-05-15	502	0					Centro-Oeste	MS	BONITO	FUNDACAO NEOTROPICA DO BRASIL	MINISTERIO DO MEIO AMBIENTE	FUNDO NACIONAL DO MEIO AMBIENTE	Organização da Sociedade Civil
24169/2013	701795	821522	ZONEAMENTO PARA CONTROLE E OCUPA?�?�O DE ?�REAS DE INTERESSE AMBIENTAL NO MUNIC?�PIO DE CACHOEIRA DO SUL.	Sociedades Sustentáveis e Qualidade Ambiental	204520M6	2013	2013-04-26	2016	2018	859	2016-06-27	2016-06-28	2019-01-03	Aprovada	1	1	Proposta/Plano de Trabalho Aprovados	CONVENIO	Normal	0	Prestação de Contas Aprovada	0		SIM	2016-06-27 16:32:47	2019-02-18 09:45:39	2016	2019	233283	214245	19038	233283	214245	19038	214245	214245	233158	20719		19038	0		1	233283	2018-03-15	625	0					Sul	RS	CACHOEIRA DO SUL	MUNICIPIO DE CACHOEIRA DO SUL	MINISTERIO DO MEIO AMBIENTE	FUNDO NACIONAL DO MEIO AMBIENTE	Administração Pública Municipal
501/2013	666873	813631	Desenvolver ações de educação ambiental e de Recuperação de 24 hectares de áreas de produção aqüífera para abastecimento humano das vilas de Jeribá (Palmópolis MG) Batinga (Itanhém - BA) e Santa Rita (Itanhém - BA), com efetiva participacao social.	Água e Florestas	201820N1	2013	2013-04-22	2014	2016	739	2014-12-23	2014-12-26	2017-03-01	Aprovada	1	1	Proposta/Plano de Trabalho Aprovados	CONVENIO	Normal	1	Em prestação de contas	0		SIM	2014-12-24 09:26:33		2014		310599	299999	10600	310599	299999	10600	299999	299999	17003				0	1		310599	2015-12-31	373	0					Nordeste	BA	ITANHEM	CEDRO - CENTRO DE ECODESENVOLVIMENTO	MINISTERIO DO MEIO AMBIENTE	FUNDO NACIONAL DO MEIO AMBIENTE	Organização da Sociedade Civil
10045/2013	682836	820964	Fomentar a recuperação de 200 hectares de áreas alteradas e degradadas no município de Ulianópolis, por meio da distribuição de mudas florestais e monitoramento das áreas em processo de recuperação, visando a regularidade florestal e a conservação dos recursos hídricos.	Água e Florestas	201820N1	2013	2013-03-27	2016	2019	1207	2016-06-22	2016-06-23	2019-12-12	Aprovada	1	1	Proposta/Plano de Trabalho Aprovados	CONVENIO	Normal	1	Em execucão	1		SIM	2016-06-22 14:01:37		2016		209869	204019	5850	209869	204019	5850	204019	204019				5850	61462	1	1	209869	2018-06-15	722	0					Norte	PA	ULIANOPOLIS	MUNICIPIO DE ULIANOPOLIS	MINISTERIO DO MEIO AMBIENTE	FUNDO NACIONAL DO MEIO AMBIENTE	Administração Pública Municipal
24368/2013	702070	817624	Fomentar a produção de sementes e mudas de espécies florestais nativas, para recuperação de áreas degradadas e de preservação permanente no município de Garanhuns e região.	Água e Florestas	201820N1	2013	2013-04-26	2015	2017	789	2015-10-20	2015-10-26	2018-03-01	Aprovada	1	1	Proposta/Plano de Trabalho Aprovados	CONVENIO	Normal	1	Em prestação de contas	0		SIM	2015-10-23 17:05:27		2015		105293	100083	5210	105293	100083	5210	100083	100083	20404	1062		5210	0	1		105293	2017-02-13	468	0					Nordeste	PE	GARANHUNS	MUNICIPIO DE GARANHUNS	MINISTERIO DO MEIO AMBIENTE	FUNDO NACIONAL DO MEIO AMBIENTE	Administração Pública Municipal
55103/2013	751591	796694	A�?�ES DE PROMO�?�O E PREVEN�?�O DE VIGIL�?CIA EM SAÚDE.	2015.20YJ  - Sistema Nacional de  Vigilância em Saúde	201520YJ	2013	2013-08-29	2013	2017	1359	2013-12-31	2014-01-14	2017-11-19	Aprovada	1	1	Proposta/Plano de Trabalho Aprovados	CONVENIO	Normal	0	Prestação de Contas Aprovada	0		SIM	2014-01-13 11:34:36	2018-02-23 10:05:22	2014	2018	179325	179325	0	185059	179325	0	179325	179325	2341		5734		0	2	1	185059	2014-12-30	364	0					Nordeste	MA	SAO BENEDITO DO RIO PRETO	ASSOCIACAO BENEFICENTE: PREFEITO JURACY MAGALHAES	MINISTERIO DA SAUDE	MINISTERIO DA SAUDE	Organização da Sociedade Civil
57270/2013	755110	796793	Ações de promoção e prevenção de vigilância em saúde.	2015.20YJ  - Sistema Nacional de  Vigilância em Saúde	201520YJ	2013	2013-09-06	2013	2016	739	2013-12-31	2014-01-10	2016-03-09	Aprovada	1	1	Proposta/Plano de Trabalho Aprovados	CONVENIO	Normal	1	Em prestação de contas	0		SIM	2014-01-07 18:51:44		2014		160101	160101	0	160101	160101	0	160101	160101	37746				0	1	1	160101	2014-12-31	365	0					Sudeste	SP	SAO PAULO	GRUPO DE INCENTIVO A VIDA	MINISTERIO DA SAUDE	MINISTERIO DA SAUDE	Organização da Sociedade Civil
58667/2013	757261	796207	Ações de Promoção e Prevenção de Vigilância em Saúde.	2015.20YJ  - Sistema Nacional de  Vigilância em Saúde	201520YJ	2013	2013-09-12	2013	2015	508	2013-12-24	2014-01-08	2015-07-15	Aprovada	1	1	Proposta/Plano de Trabalho Aprovados	CONVENIO	Normal	0	Prestação de Contas Aprovada	0		SIM	2014-01-06 17:31:22	2015-10-27 17:29:12	2014	2015	140000	140000	0	140000	140000	0	140000	140000	6709				0		1	140000	2014-12-24	365	0					Nordeste	SE	LAGARTO	ASSOCIACAO HOSPITALAR DE SERGIPE	MINISTERIO DA SAUDE	MINISTERIO DA SAUDE	Organização da Sociedade Civil
55549/2013	752370	796806	Ações de promoção e prevenção de vigilância em saúde.	2015.20YJ  - Sistema Nacional de  Vigilância em Saúde	201520YJ	2013	2013-08-30	2013	2015	500	2013-12-31	2014-01-15	2015-07-14	Aprovada	1	1	Proposta/Plano de Trabalho Aprovados	CONVENIO	Normal	1	Em prestação de contas	0		SIM	2014-01-10 14:49:40		2014		129256	129256	0	129256	129256	0	129256	129256	15431				0		1	129256	2014-12-31	365	0					Sul	PR	CURITIBA	CENTRO PARANAENSE DA CIDADANIA - CIDADANIA E QUALIDADE DE VIDA	MINISTERIO DA SAUDE	MINISTERIO DA SAUDE	Organização da Sociedade Civil
59666/2013	758605	797690	Ações de promoção e prevenção de vigilância em saúde.	2015.20YJ  - Sistema Nacional de  Vigilância em Saúde	201520YJ	2013	2013-09-14	2013	2015	533	2013-12-31	2014-01-14	2015-08-16	Aprovada	1	1	Proposta/Plano de Trabalho Aprovados	CONVENIO	Normal	0	Prestação de Contas Aprovada	0		SIM	2014-02-14 18:36:13	2017-08-18 13:15:36	2014	2017	106616	106616	0	106616	106616	0	106616	106616	4243				0		1	106616	2014-12-31	365	0					Sudeste	MG	MONTES CLAROS	GRAPPA GRUPO DE APOIO A PREVENCAO E AOS PORTADORES DA AIDS	MINISTERIO DA SAUDE	MINISTERIO DA SAUDE	Organização da Sociedade Civil
55265/2013	751912	796644	Ações de promoção e prevenção de vigilância em saúde.	2015.20YJ  - Sistema Nacional de  Vigilância em Saúde	201520YJ	2013	2013-08-29	2013	2016	879	2013-12-31	2014-01-15	2016-07-27	Aprovada	1	1	Proposta/Plano de Trabalho Aprovados	CONVENIO	Normal	0	Prestação de Contas Aprovada	0		SIM	2014-01-10 14:46:33	2017-09-11 13:16:43	2014	2017	185260	185260	0	185260	185260	0	185260	185260	22103				0	1	1	185260	2014-12-31	365	0					Sul	PR	CURITIBA	CENTRO PARANAENSE DA CIDADANIA - CIDADANIA E QUALIDADE DE VIDA	MINISTERIO DA SAUDE	MINISTERIO DA SAUDE	Organização da Sociedade Civil
54190/2013	750210	796294	Fortalecimento de Grupos de Auto �?Cuidado e Prevenção de Incapacidades Físicas decorrente da Hanseníase em 15 municípios.	2015.20YJ  - Sistema Nacional de  Vigilância em Saúde	201520YJ	2013	2013-08-26	2013	2016	1007	2013-12-28	2014-01-14	2016-11-29	Aprovada	1	1	Proposta/Plano de Trabalho Aprovados	CONVENIO	Normal	0	Prestação de Contas Aprovada	0		SIM	2014-02-14 18:19:13	2017-02-17 12:56:40	2014	2017	500000	500000	0	527900	500000	0	500000	500000	13225		27900		0	2	1	527900	2014-12-28	365	0					Sudeste	RJ	RIO DE JANEIRO	MOVIMENTO DE REINTEGRACAO DAS PESSOAS ATINGIDAS PELA HANSENIASE	MINISTERIO DA SAUDE	MINISTERIO DA SAUDE	Organização da Sociedade Civil
57286/2013	755139	796812	Objeto do Convênio: A�?�ES DE PROMO�?�O E PREVEN�?�O DE VIGIL�?CIA EM SAÚDE	2015.20YJ  - Sistema Nacional de  Vigilância em Saúde	201520YJ	2013	2013-09-06	2013	2014	365	2013-12-28	2014-01-10	2015-02-26	Aprovada	1	1	Proposta/Plano de Trabalho Aprovados	CONVENIO	Cláusula Suspensiva	0	Convênio Cancelado	0		SIM	2014-01-09 10:46:38	2014-01-31 11:40:47	2014	2014	199812	199812	0	199812	199812	0	0						0			199812	2014-12-28	365	0					Sudeste	RJ	RIO DE JANEIRO	KOINONIA - PRESENCA ECUMENICA E SERVICO	MINISTERIO DA SAUDE	MINISTERIO DA SAUDE	Organização da Sociedade Civil
59581/2013	758512	796695	Realizar apresentações teatrais para estudantes, professores e servidores da educação da cidade de Aracaju/SE e cidades da região metropolitana (Nossa Senhora do Socorro, São Cristovão, Laranjeiras e Barra dos Coqueiros) sobre o combate e a prevenção do HIV/AIDS e outras doenças sexualmente transmissíveis.	2015.20YJ  - Sistema Nacional de  Vigilância em Saúde	201520YJ	2013	2013-09-13	2013	2015	502	2013-12-30	2014-01-14	2015-07-15	Aprovada	1	1	Proposta/Plano de Trabalho Aprovados	CONVENIO	Normal	0	Prestação de Contas Aprovada	0		SIM	2014-01-10 16:03:36	2015-02-04 15:44:56	2014	2015	140200	134592	5608	140200	134592	5608	131631	131631	2961	123		6171	0		1	140200	2014-12-30	365	0					Nordeste	SE	ARACAJU	SOCIEDADE DE ESTUDOS MULTIPLOS, ACOES CULTURAIS E EDUCATIVAS LTDA	MINISTERIO DA SAUDE	MINISTERIO DA SAUDE	Organização da Sociedade Civil
59550/2013	758481	796698	Ações de promoção e prevenção de vigilância em saúde.	2015.20YJ  - Sistema Nacional de  Vigilância em Saúde	201520YJ	2013	2013-09-13	2013	2015	516	2013-12-30	2014-01-14	2015-07-29	Aprovada	1	1	Proposta/Plano de Trabalho Aprovados	CONVENIO	Normal	0	Prestação de Contas Aprovada	0		SIM	2014-01-13 11:07:43	2016-12-23 09:54:42	2014	2016	369300	369300	0	369300	369300	0	369300	369300	33746				0		1	369300	2014-12-30	365	0					Sudeste	SP	SAO PAULO	PROJETO BEM ME QUER	MINISTERIO DA SAUDE	MINISTERIO DA SAUDE	Organização da Sociedade Civil
59680/2013	758620	796690	Ações de Promoção e Prevenção de Vigilância em Saúde.	2015.20YJ  - Sistema Nacional de  Vigilância em Saúde	201520YJ	2013	2013-09-14	2013	2015	523	2013-12-28	2014-01-10	2015-08-03	Aprovada	1	1	Proposta/Plano de Trabalho Aprovados	CONVENIO	Normal	1	Em prestação de contas	0		SIM	2014-01-08 18:30:24		2014		125316	125316	0	125316	125316	0	125316	125316	15444			454	0		1	125316	2015-01-02	370	0					Sul	PR	CURITIBA	TRANSGRUPO MARCELA PRADO	MINISTERIO DA SAUDE	MINISTERIO DA SAUDE	Organização da Sociedade Civil
55245/2013	751870	796175	Ações de promoção e prevenção de vigilância em saúde.	2015.20YJ  - Sistema Nacional de  Vigilância em Saúde	201520YJ	2013	2013-08-29	2013	2015	493	2013-12-28	2014-01-20	2015-07-04	Aprovada	1	1	Proposta/Plano de Trabalho Aprovados	CONVENIO	Normal	0	Prestação de Contas Aprovada	0		SIM	2014-02-12 11:28:07	2016-12-19 11:06:09	2014	2016	487144	487144	0	487144	487144	0	487144	487144	20107	60404		60404	0		1	487144	2014-12-28	365	0					Sudeste	SP	SAO PAULO	FORUM DAS ONG AIDS DO ESTADO DE SAO PAULO	MINISTERIO DA SAUDE	MINISTERIO DA SAUDE	Organização da Sociedade Civil
7/2013	662624	782311	PROJETO DE ANALISES CLINICAS E TOXICOLOGICAS DA FACULDADE DE FARMÁCIA.	PROJETO DE ANÁLISES CLÍNICAS E TOXICOLÓGICAS DA FACULDADE DE FARMÁCIA DA UFRGS	20RK0043	2013	2013-01-10	2013	2015	899	2013-01-22	2013-02-04	2015-09-08	Aprovada	1	1	Proposta/Plano de Trabalho Aprovados	CONVENIO	Normal	1	Em prestação de contas	0		SIM	2013-01-31 15:21:00		2013		7015950	7015950	0	7015950	7015950	0	5287273	5287173	382513				0	7		7015950	2015-01-10	718	0					Sul	RS	PORTO ALEGRE	FUNDACAO DE APOIO DA UNIVERSIDADE FEDERAL DO RGS	MINISTERIO DA EDUCACAO	UNIVERSIDADE FEDERAL DO RIO GRANDE DO SUL	Organização da Sociedade Civil
8/2013	662625	782313	Conjugação de esforços entre os participes visando o a realização do Processo Seletivo - XII Vestibular dos Povos Indígenas no Paraná, de acordo com o Plano de Trabalho devidamente aprovado.	Realização do Processo Seletivo - XII Vestibular dos Povos indígenas no Paraná	20RK0041	2013	2013-01-10	2013	2014	365	2013-01-30	2013-02-05	2014-03-31	Aprovada	1	1	Proposta/Plano de Trabalho Aprovados	CONVENIO	Normal	1	Em prestação de contas	0		SIM	2013-02-04 11:50:00		2013		77659	77659	0	77659	77659	0	77659	77659	19079				0			77659	2014-01-30	365	0					Sul	PR	CURITIBA	FUNDACAO DA UNIVERSIDADE FEDERAL DO PARANA PARA O DESENVOLVIMENTO DA CIENCIA,TECNOLOGIA E DA CULTURA	MINISTERIO DA EDUCACAO	UNIVERSIDADE FEDERAL DO PARANA	Organização da Sociedade Civil
11/2013	662717	782310	PROJETO DE DESEMVOLVIMENTO INSTITUCIONAL DO INSTITUTO DE PESQUISAS HIDRAULICAS.	PROJETO DE DESENVOLVIMENTO INSTITUCIONAL DO INSTITUTO DE PESQUISAS HIDRÁULICAS DA UFRGS.	20RK0043	2013	2013-01-10	2013	2015	1072	2013-01-23	2013-02-04	2016-02-29	Aprovada	1	1	Proposta/Plano de Trabalho Aprovados	CONVENIO	Normal	1	Em prestação de contas	0		SIM	2013-01-31 10:25:19		2013		500000	500000	0	500000	500000	0	443750	443750	6051				0	2		500000	2015-12-31	1072	0					Sul	RS	PORTO ALEGRE	FUNDACAO DE APOIO DA UNIVERSIDADE FEDERAL DO RGS	MINISTERIO DA EDUCACAO	UNIVERSIDADE FEDERAL DO RIO GRANDE DO SUL	Organização da Sociedade Civil
81/2013	664205	782319	Conjunção de esforços entre os participes visando o desenvolvimento do Curso de Especialização em Treinamento Desportivo -  3ª edição	Curso de Especialização em Treinamento Desportivo - Turma 2012	20RK0041	2013	2013-01-22	2013	2015	730	2013-02-25	2013-03-07	2015-04-26	Aprovada	1	1	Proposta/Plano de Trabalho Aprovados	CONVENIO	Normal	1	Em prestação de contas	0		SIM	2013-03-06 07:54:10		2013		113160	113160	0	113160	113160	0	37922	37922	162				0	1		113160	2015-02-25	730	0					Sul	PR	CURITIBA	FUNDACAO DE PESQUISAS FLORESTAIS DO PARANA	MINISTERIO DA EDUCACAO	UNIVERSIDADE FEDERAL DO PARANA	Organização da Sociedade Civil
69/2013	663973	787681	Construção da Cadeia Pública Feminina do Complexo Penitenciário da Gameleira em Campo Grande-MS, 407 vagas.	2070 - DEPEN - 2012 - Segurança Pública com Cidadania	207020UH	2013	2013-01-21	2013	2020	2325	2013-12-18	2014-01-07	2020-06-29	Aprovada	1	1	Proposta/Plano de Trabalho Aprovados	CONTRATO DE REPASSE	Normal	1	Em execucão	1		SIM	2013-12-20 12:15:11		2013		14037658	10261010	3776648	14037658	10261010	3776648	10261010	5130505				785545	4386666	3		11401123	2018-04-30	1594	0					Centro-Oeste	MS	CAMPO GRANDE	SECRETARIA DE ESTADO DE JUSTICA E SEGURANCA PUBLICA - MS	MINISTERIO DA JUSTICA E SEGURANCA PUBLICA	MINISTERIO DA JUSTICA E SEGURANCA PUBLICA	Administração Pública Estadual ou do Distrito Federal
107/2013	664442	793916	Construção da Cadeia Pública Masculina no Município de Itabuna/BA, 388 vagas.	2070 - DEPEN - 2012 - Segurança Pública com Cidadania	207020UH	2013	2013-01-24	2013	2019	2191	2013-12-31	2014-01-17	2020-02-29	Aprovada	1	1	Proposta/Plano de Trabalho Aprovados	CONTRATO DE REPASSE	Normal	1	Em execucão	1		SIM	2014-02-25 17:13:41		2014		17314505	11640000	5674505	17314505	11640000	5674505	11640000	232800					266516	7		17314505	2016-03-31	821	0					Nordeste	BA	SALVADOR	SECRETARIA DE ADMINISTRACAO PENITENCIARIA E RESSOCIALIZACAO - SEAP	MINISTERIO DA JUSTICA E SEGURANCA PUBLICA	MINISTERIO DA JUSTICA E SEGURANCA PUBLICA	Administração Pública Estadual ou do Distrito Federal
36/2013	663552	783138	Construção de uma Cadeia Pública Masculina na Comarca de Ceará-Mirim com capacidade para 603 presos.	2070 - DEPEN - 2012 - Segurança Pública com Cidadania	207020UH	2013	2013-01-16	2013	2018	1831	2013-12-26	2014-01-03	2019-03-01	Aprovada	1	1	Proposta/Plano de Trabalho Aprovados	CONTRATO DE REPASSE	Normal	1	Em prestação de contas	0		SIM	2013-12-30 18:50:00		2013		21954076	14745048	7209028	21954076	14745048	7209028	14745048	14745048	852938	396206		7522856	0	11		16383387	2016-04-10	836	0					Nordeste	RN	NATAL	SECRETARIA DE ESTADO DA JUSTICA E DA CIDADANIA	MINISTERIO DA JUSTICA E SEGURANCA PUBLICA	MINISTERIO DA JUSTICA E SEGURANCA PUBLICA	Administração Pública Estadual ou do Distrito Federal
58/2013	663823	793919	Construção da Cadeia Pública Masculina no Município do Senhor do Bonfim/BA,388 vagas.	2070 - DEPEN - 2012 - Segurança Pública com Cidadania	207020UH	2013	2013-01-18	2013	2019	2191	2013-12-31	2014-01-10	2020-02-29	Aprovada	1	1	Proposta/Plano de Trabalho Aprovados	CONTRATO DE REPASSE	Normal	1	Em execucão	1		SIM	2014-03-19 17:04:06		2014		16831398	11640000	5191398	16831398	11640000	5191398	8306552	232800					266516	7		16831398	2016-03-31	821	0					Nordeste	BA	SALVADOR	SECRETARIA DE ADMINISTRACAO PENITENCIARIA E RESSOCIALIZACAO - SEAP	MINISTERIO DA JUSTICA E SEGURANCA PUBLICA	MINISTERIO DA JUSTICA E SEGURANCA PUBLICA	Administração Pública Estadual ou do Distrito Federal
35/2013	663541	782977	Construção de uma Cadeia Pública Masculina na Comarca de Mossoró/RN com capacidade para 603 presos.	2070 - DEPEN - 2012 - Segurança Pública com Cidadania	207020UH	2013	2013-01-16	2013	2016	836	2013-12-26	2014-01-03	2016-06-09	Aprovada	1	1	Proposta/Plano de Trabalho Aprovados	CONTRATO DE REPASSE	Cláusula Suspensiva	0	Convênio Cancelado	0		SIM	2013-12-31 09:43:19	2014-10-22 10:09:13	2013	2014	16164165	9683725	6480440	16164165	9683725	6480440	0						0			16164165	2016-04-10	836	0					Nordeste	RN	NATAL	SECRETARIA DE ESTADO DA JUSTICA E DA CIDADANIA	MINISTERIO DA JUSTICA E SEGURANCA PUBLICA	MINISTERIO DA JUSTICA E SEGURANCA PUBLICA	Administração Pública Estadual ou do Distrito Federal
85368/2013	795296	793899	Construção da Cadeia Pública Feminina de Pará de Minas, 407 vagas.	2070 - DEPEN - 2012 - Segurança Pública com Cidadania	207020UH	2013	2013-11-26	2013	2019	2039	2013-12-27	2014-01-13	2019-09-26	Aprovada	1	1	Proposta/Plano de Trabalho Aprovados	CONTRATO DE REPASSE	Normal	1	Em execucão	1		SIM	2014-01-08 15:11:25		2014		14691834	10759461	3932373	14691834	10759461	3932373	10759461					12147	13210	7		11954957	2017-06-27	1278	0					Sudeste	MG	BELO HORIZONTE	SECRETARIA DE ESTADO DE TRANSPORTES E OBRAS PUBLICAS	MINISTERIO DA JUSTICA E SEGURANCA PUBLICA	MINISTERIO DA JUSTICA E SEGURANCA PUBLICA	Administração Pública Estadual ou do Distrito Federal
